"id"|"name"|"continent"|"flag_url"|"gold_medals"|"silver_medals"|"bronze_medals"|"total_medals"|"rank"|"rank_total_medals"|"DataCollectionDate"
"CPV"|"Cabo Verde"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CPV.png"|"0"|"0"|"1"|"1"|"66"|"51"|"2024-08-06T22:19:40.1933111Z"
"CUB"|"Cuba"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CUB.png"|"0"|"0"|"1"|"1"|"66"|"51"|"2024-08-06T22:19:40.1933111Z"
"EGY"|"Egito"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/EGY.png"|"0"|"0"|"1"|"1"|"66"|"51"|"2024-08-06T22:19:40.1933111Z"
"SVK"|"Eslováquia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SVK.png"|"0"|"0"|"1"|"1"|"66"|"51"|"2024-08-06T22:19:40.1933111Z"
"GRN"|"Granada"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GRN.png"|"0"|"0"|"1"|"1"|"66"|"51"|"2024-08-06T22:19:40.1933111Z"
"INA"|"Indonésia"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/INA.png"|"0"|"0"|"1"|"1"|"66"|"51"|"2024-08-06T22:19:40.1933111Z"
"POR"|"Portugal"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/POR.png"|"0"|"0"|"1"|"1"|"66"|"51"|"2024-08-06T22:19:40.1933111Z"
"AFG"|"Afeganistão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/AFG.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"ALB"|"Albânia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ALB.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"AND"|"Andorra"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/AND.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"ANG"|"Angola"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ANG.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"ANT"|"Antígua e Barbuda"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ANT.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"KSA"|"Arábia Saudita"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/KSA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"ARU"|"Aruba"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ARU.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"BAH"|"Bahamas"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BAH.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"BRN"|"Bahrein"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BRN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"BAN"|"Bangladesh"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BAN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"BAR"|"Barbados"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BAR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"BIZ"|"Belize"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BIZ.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"BEN"|"Benim"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BEN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"BER"|"Bermudas"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BER.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"BOL"|"Bolívia"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BOL.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"BIH"|"Bósnia e Herzegovina"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BIH.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"BOT"|"Botswana"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BOT.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"BRU"|"Brunei Darussalam"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BRU.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"BUL"|"Bulgária"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BUL.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"BUR"|"Burkina Faso"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BUR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"BDI"|"Burundi"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BDI.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"BHU"|"Butão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BHU.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"CMR"|"Camarões"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CMR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"CAM"|"Camboja"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CAM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"QAT"|"Catar"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/QAT.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"CHA"|"Chade"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CHA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"CYP"|"Chipre"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CYP.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"COM"|"Comores"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/COM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"CGO"|"Congo"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CGO.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"COK"|"Ilhas Cook"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/COK.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"CRC"|"Costa Rica"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CRC.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"CIV"|"Côte d'Ivoire"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CIV.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"DJI"|"Djibuti"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/DJI.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"ESA"|"El Salvador"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ESA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"UAE"|"Emir. Árabes Unidos"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/UAE.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"ERI"|"Eritreia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ERI.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"EST"|"Estônia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/EST.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"FIN"|"Finlândia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/FIN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"GAB"|"Gabão"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GAB.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"GAM"|"Gâmbia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GAM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"GHA"|"Gana"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GHA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"GUM"|"Guam"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GUM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"GUY"|"Guiana"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GUY.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"GUI"|"Guiné"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GUI.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"GEQ"|"Guiné Equatorial"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GEQ.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"GBS"|"Guiné-Bissau"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GBS.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"HAI"|"Haiti"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/HAI.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"HON"|"Honduras"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/HON.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"YEM"|"Iêmen"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/YEM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"CAY"|"Ilhas Cayman"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CAY.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"MHL"|"Ilhas Marshall"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MHL.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"MRI"|"Ilhas Maurício"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MRI.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"SOL"|"Ilhas Salomão"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SOL.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"IVB"|"Ilhas Virgens Brit."|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/IVB.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"ISV"|"Ilhas Virgens EUA"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ISV.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"IRI"|"Repúb. Islâmica Irã"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/IRI.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"IRQ"|"Iraque"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/IRQ.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"ISL"|"Islândia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ISL.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"JOR"|"Jordânia"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/JOR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"KGZ"|"Quirguistão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/KGZ.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"KIR"|"Kiribati"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/KIR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"KUW"|"Kuwait"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/KUW.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"LAO"|"Laos"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LAO.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"LAT"|"Letônia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LAT.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"LBN"|"Líbano"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LBN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"LBR"|"Libéria"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LBR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"LBA"|"Líbia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LBA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"LIE"|"Liechtenstein"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LIE.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"LUX"|"Luxemburgo"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LUX.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"MAD"|"Madagascar"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MAD.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"MAW"|"Malawi"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MAW.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"MDV"|"Maldivas"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MDV.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"MLI"|"Mali"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MLI.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"MLT"|"Malta"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MLT.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"MAR"|"Marrocos"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MAR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"MTN"|"Mauritânia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MTN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"FSM"|"Micronésia"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/FSM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"MON"|"Mônaco"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MON.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"MNE"|"Montenegro"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MNE.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"MOZ"|"Moçambique"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MOZ.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"MYA"|"Mianmar"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MYA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"NAM"|"Namíbia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NAM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"NRU"|"Nauru"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NRU.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"NEP"|"Nepal"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NEP.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"NCA"|"Nicarágua"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NCA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"NIG"|"Níger"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NIG.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"NGR"|"Nigéria"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NGR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"OMA"|"Omã"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/OMA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"PLW"|"Palau"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PLW.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"PLE"|"Estado da Palestina"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PLE.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"PAN"|"Panamá"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PAN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"PNG"|"Papua-Nova Guiné"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PNG.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"PAK"|"Paquistão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PAK.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"PAR"|"Paraguai"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PAR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"PER"|"Peru"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PER.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"PUR"|"Porto Rico"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PUR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"CAF"|"Rep. Centroafricana"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CAF.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"COD"|"RD Congo"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/COD.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"SYR"|"Rep. Árabe Síria"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SYR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"RWA"|"Ruanda"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/RWA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"SKN"|"S. Cristóvão e Névis"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SKN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"SMR"|"San Marino"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SMR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"STP"|"São Tomé e Príncipe"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/STP.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"SEN"|"Senegal"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SEN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"SEY"|"Seicheles"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SEY.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"SLE"|"Serra Leoa"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SLE.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"SGP"|"Singapura"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SGP.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"SOM"|"Somália"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SOM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"SRI"|"Sri Lanka"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SRI.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"SSD"|"Sudão do Sul"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SSD.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"SUD"|"Sudão"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SUD.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"SUR"|"Suriname"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SUR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"SWZ"|"Essuatíni"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SWZ.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"TAN"|"Tanzânia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TAN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"TLS"|"Timor-Leste"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TLS.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"TOG"|"Togo"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TOG.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"TGA"|"Tonga"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TGA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"TTO"|"Trinidad e Tobago"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TTO.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"TKM"|"Turcomenistão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TKM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"TUV"|"Tuvalu"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TUV.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"URU"|"Uruguai"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/URU.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"VAN"|"Vanuatu"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/VAN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"VEN"|"Venezuela"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/VEN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"VIN"|"S. Vicen. e Granadi."|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/VIN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"VIE"|"Vietnã"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/VIE.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
"ZAM"|"Zâmbia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ZAM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-06T22:19:40.1933111Z"
